,,,,,SECURED,SECURED,SALES,JV,EARNINGS,CONT,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191110,Union Bank - Branch Upgrade Eastlake,300481,San Diego SPD,Project,2019,2019.OCT,,N,P,CG,002,,14 ,1," $1,224 "," $6,329 "," $27,339 "," $28,519 "," $3,231 "," $8,145 "," $7,775 "," $1,922 "," $2,015 "," $5,852 "," $116,816 "," $125,049 "," $24,426 "," $205,612 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191111,Homefield Kansas City,300391,Kansas City SPD,Project,2019,2019.OCT,,N,P,CP,011,,15 ,1," $9,505 "," $45,132 "," $196,843 "," $301,000 "," $19,711 "," $23,903 "," $6,886 "," $11,208 "," $9,763 ", $718 , $389 , $69 , $(1), $225 , $146 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191112,Homefield Olathe,300391,Kansas City SPD,Project,2019,2019.OCT,,N,P,CP,011,,13 ,1, $583 ," $14,892 "," $115,656 "," $193,949 "," $18,039 "," $19,606 "," $98,668 "," $(7,522)"," $4,925 ", $570 , $(13), $(0), $219 , $2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191114,NWH IT Closet Upgrades,300204,Connecticut SPD,Project,2019,2019.OCT,,N,P,LS,008,,13 ,1," $16,074 "," $17,316 "," $170,542 "," $83,654 "," $18,330 "," $35,032 "," $107,792 "," $19,140 "," $81,608 "," $34,331 "," $4,064 "," $1,103 ", $954 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191115,Takeda TO Electrical Upgrades - Precon,300482,Southern Cal SPD,Project,2019,2019.OCT,,N,P,CG,004,,14 ,2," $8,863 "," $62,042 "," $187,959 "," $63,063 "," $683,220 "," $46,859 "," $9,366 "," $1,486 "," $2,300 "," $3,840 "," $3,110 "," $4,885 "," $13,296 "," $43,447 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191116,NH SPO Parker Manufacturing Renovation,300398,Huntsville Main,Project,2019,2019.OCT,,N,P,M,004,,9 ,1," $60,979 "," $104,394 "," $212,789 "," $140,895 "," $62,682 "," $7,498 "," $13,716 "," $1,588 ", $45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191119,HJAIA - C4 Furniture Enabling Project,300351,Atlanta Main,Project,2019,2019.OCT,,Y,P,LS,014,,10 ,1," $21,302 "," $42,010 "," $48,775 ", $682 ," $29,087 "," $29,743 "," $1,435 "," $1,560 ", $(0), $638 , $112 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191121,Scripps Health - Client Direct - Precon,323126,MEP San Diego,Project,2019,2019.OCT,,N,P,CSL,008,,14 ,1," $79,129 "," $17,511 "," $22,137 "," $15,998 "," $29,787 "," $52,648 "," $30,902 "," $22,471 "," $41,544 "," $23,978 "," $18,329 "," $4,432 ", $938 , $302 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191122,JHU APL Building 201 - Equip. Procure,323305,MED Maryland,Project,2019,2019.OCT,,N,L,CP,005,,11 ,3," $74,665 "," $23,620 "," $4,737 "," $589,133 "," $(580,545)"," $2,928 "," $779,859 "," $2,928 "," $2,936 "," $2,631,994 ", $350 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191124,Fidelity - 350 Park Ave 28th Fl Temp,300221,NY Interiors,Project,2019,2019.NOV,,N,P,LS,002,,7 ,1," $116,394 "," $8,151 "," $13,440 "," $1,466 "," $2,066 ", $358 , $40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191125,Toyota Engine Plant Expansion,300398,Huntsville Main,Project,2019,2019.OCT,,N,P,LS,004,,14 ,7," $89,988 "," $711,346 "," $2,123,139 "," $3,029,055 "," $1,600,570 "," $5,436,402 "," $3,445,506 "," $2,343,375 "," $1,177,027 "," $686,895 "," $566,890 "," $(25,652)"," $83,711 "," $(102,259)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191126,JPMC 712 Main Copy Center Renovation,323138,MEP Houston,Project,2019,2019.OCT,,N,L,CG,001,,3 ,1," $2,574 "," $9,006 ", $673 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191127,Siemens Project Apollo Fit Out,323138,MEP Houston,Project,2019,2019.OCT,,N,L,CG,004,,11 ,1," $4,483 "," $8,000 "," $113,213 "," $27,569 "," $192,472 "," $2,014 "," $1,672 "," $4,687 "," $5,550 "," $58,633 "," $2,573 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191128,Collins Aerospace - Campus Renovation,300451,Bay Area SPD,Project,2019,2019.OCT,,N,P,LS,004,,14 ,3," $481,702 "," $529,364 "," $307,695 "," $136,647 "," $311,909 "," $129,970 "," $72,801 "," $218,918 "," $56,862 "," $9,157 "," $4,591 ", $852 , $904 ," $1,004 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191129,Fidelity 10th Floor Consolidation,300201,Boston SPD,Project,2019,2019.OCT,,N,P,CG,001,,13 ,2," $106,570 "," $761,022 "," $235,144 "," $24,883 "," $5,822 "," $(2,538)"," $1,911 "," $(56,036)"," $56,558 "," $4,405 "," $(55,936)", $552 , $(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191130,BCH- Enders 13 Open Lab Renovation,300201,Boston SPD,Project,2019,2019.OCT,,N,P,LS,008,,14 ,3," $122,645 "," $279,137 "," $505,058 "," $520,035 "," $327,854 "," $376,580 "," $549,763 "," $418,512 "," $473,041 "," $197,041 "," $90,627 "," $19,519 "," $42,062 "," $21,587 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191131,PG&E Service Center Generator Assessment,300453,Sacramento Main,Project,2019,2019.OCT,,N,P,CGS,004,,9 ,1," $59,878 "," $2,064 ", $343 , $174 ," $26,317 ", $551 , $48 , $234 , $92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191132,PG&E Vacville (VCOC) Guard House Additio,300453,Sacramento Main,Project,2019,2019.OCT,,N,P,CGS,004,,13 ,1, $531 ," $1,192 "," $2,207 "," $14,542 "," $3,994 "," $11,031 "," $4,832 "," $1,678 "," $1,612 "," $1,152 "," $2,366 "," $1,585 "," $1,812 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191133,Enabling-SeaGate CC and Ballroom,304100,Lathrop Main,Project,2019,2019.OCT,,N,P,CG,012,,10 ,1," $56,495 "," $93,056 "," $2,763 "," $(13,641)"," $(33,281)"," $1,062 "," $(12,126)", $64 , $23 , $(0)," $12,343 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191134,CMH Chisholm Parking Garage Service Work,300391,Kansas City SPD,Project,2019,2019.OCT,,N,P,LS,001,,3 ,1, $797 , $174 , $2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191135,SPO Scope- Four Seasons Guest Room Ren.,300407,Houston SPO,Project,2019,2019.OCT,,N,P,LS,001,,14 ,1," $14,528 "," $36,635 "," $25,890 "," $38,599 "," $21,352 "," $37,417 "," $35,551 "," $30,496 "," $37,141 "," $30,996 "," $28,575 "," $21,476 "," $18,594 "," $27,482 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191137,United Airlines EWR Substation Precon,300223,New Jersey Main,Project,2019,2019.OCT,,N,P,LS,014,,7 ,1," $22,075 "," $5,971 ", $537 ," $4,848 ", $27 , $100 , $(1), $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191138,J & J Vision TAM 28,300356,Orlando SPD,Project,2019,2019.OCT,,N,P,CG,004,,13 ,3," $455,763 "," $70,728 "," $202,103 "," $536,966 "," $214,537 "," $705,098 "," $195,702 "," $241,583 "," $136,304 "," $113,245 "," $(12,563)"," $36,925 "," $58,275 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191139,PepsiCo R&D Simulation Lab,300204,Connecticut SPD,Project,2019,2019.OCT,,N,P,CG,001,,13 ,1," $3,515 "," $92,048 "," $74,195 "," $75,094 "," $20,474 "," $43,136 "," $64,946 "," $72,080 "," $71,020 "," $44,925 "," $4,938 "," $20,690 "," $1,151 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191141,Kaiser - WP Two MEP Upgrades PRECON,300392,Denver Main,Project,2019,2019.OCT,,N,P,CG,001,,12 ,1," $17,052 "," $28,214 "," $82,256 "," $53,658 "," $16,146 "," $2,108 "," $9,797 "," $(22,538)"," $(10,637)", $(923), $(11)," $34,374 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191142,Kaiser - WP Three MEP Upgrades PRECON,300392,Denver Main,Project,2019,2019.OCT,,N,P,CG,001,,8 ,1," $30,718 "," $27,759 "," $77,943 "," $51,849 "," $17,327 ", $244 , $421 , $(3), $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191143,BP 2019 Misc Renovations,300402,Houston Main,Project,2019,2019.OCT,,N,P,LS,001,,7 ,1," $55,086 "," $118,744 "," $2,932 "," $37,131 ", $7 , $(2), $0 ," $19,063 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191144,Kaiser MAS IDIQ - Ashburn MOB Fitout,300341,Virginia SPD,Project,2019,2019.OCT,,N,P,LS,008,,13 ,5," $149,977 "," $383,213 "," $328,776 "," $593,704 "," $631,742 "," $742,375 "," $704,933 "," $898,973 "," $1,039,759 "," $483,956 "," $104,642 "," $346,850 "," $456,302 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191145,Grand Central Redevelopment Precon,300421,Seattle SPD,Project,2019,2019.OCT,,N,P,LS,001,,1 ,1," $60,830 ", $1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191146,Turner PHL Co-Lo Space Renovation,300331,Philadelphia SPD,Project,2019,2019.OCT,,N,P,CG,001,,2 ,1, $18 , $(18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191147,"DocuSign - Level 10, 11, 12",300421,Seattle SPD,Project,2019,2019.OCT,,N,P,CGS,001,,14 ,6," $11,613 "," $2,778,580 "," $2,530,384 "," $1,626,255 "," $1,337,318 "," $101,647 "," $93,170 "," $62,107 "," $27,862 "," $107,034 "," $9,461 "," $1,550 "," $3,269 "," $5,582 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191149,STM - Cath Lab #1 Upgrades,300366,Nashville SPD,Project,2019,2019.OCT,,N,P,CP,008,,13 ,1," $4,714 "," $17,089 "," $39,366 "," $145,238 "," $155,806 "," $63,513 "," $47,291 "," $32,144 "," $19,651 "," $24,701 "," $1,226 "," $5,281 "," $6,540 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191150,UK Student Center Cafe Expansion,300370,Cincinnati Main,Project,2019,2019.OCT,,N,P,CG,005,,13 ,7," $10,674 "," $98,039 "," $166,447 "," $562,088 "," $914,191 "," $872,856 "," $1,061,771 "," $757,065 "," $1,032,256 "," $1,240,095 "," $1,092,664 "," $1,556,295 "," $926,965 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191153,UK Interventional Radiology,323312,MED Ohio,Project,2019,2019.OCT,,N,P,LS,008,,14 ,1," $20,298 "," $11,707 "," $5,756 "," $4,705 "," $4,332 "," $4,177 "," $4,262 "," $4,002 "," $4,362 "," $3,312 "," $2,712 "," $2,667 ", $95 , $897 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191154,FRBA Risk and Compliance,300359,Atlanta SPO,Project,2019,2019.OCT,,N,P,LS,010,,12 ,1, $377 ," $11,352 "," $11,456 "," $38,883 ", $911 ," $14,581 "," $28,253 ", $306 , $164 , $5 ," $2,988 ", $94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191155,ORL (SPO) - Blue Origin - LP Drywall,300363,Orlando SPO,Project,2019,2019.OCT,,N,P,LS,004,,14 ,1," $2,542 "," $19,124 "," $59,428 "," $96,806 "," $37,669 "," $149,322 "," $65,366 "," $32,776 "," $48,940 "," $41,433 "," $34,952 "," $82,773 "," $22,951 "," $39,483 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191156,BCH- Fegan Infrastructure Upgrades,300201,Boston SPD,Project,2019,2019.OCT,,N,P,LS,008,,14 ,3," $10,413 "," $91,373 "," $174,604 "," $503,603 "," $537,117 "," $231,724 "," $133,542 "," $313,429 "," $522,463 "," $319,526 "," $154,520 "," $126,857 "," $211,444 "," $298,318 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191157,UM St. Joseph Med Ctr Peri-Ops,300343,Maryland,Project,2019,2019.NOV,,N,P,CG,008,,14 ,7," $223,555 "," $328,568 "," $972,635 "," $556,651 "," $971,304 "," $1,222,171 "," $1,164,072 "," $1,321,807 "," $1,201,592 "," $1,388,474 "," $1,331,676 "," $1,606,135 "," $759,200 "," $1,375,829 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191159,United In-Flight Training Center,323138,MEP Houston,Project,2019,2019.NOV,,N,L,CG,014,,9 ,2," $10,000 "," $82,220 "," $26,750 "," $2,000 "," $382,384 "," $411,770 "," $20,940 "," $99,231 "," $2,454 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191161,West Fraser Dudley HVAC,300378,Memphis Main,Project,2019,2019.NOV,,N,P,LS,004,,14 ,4," $267,000 "," $7,949 "," $265,384 "," $133,664 "," $247,348 "," $426,873 "," $268,202 "," $553,536 "," $589,940 "," $242,063 "," $83,999 "," $1,401,902 "," $328,510 "," $289,312 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191162,Republic Plaza Lobby Renovation PRECON,300392,Denver Main,Project,2019,2019.NOV,,N,P,CG,001,,8 ,1," $6,555 "," $2,655 ", $707 , $120 ," $12,370 "," $7,504 ", $224 , $85 , $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191163,TRP OM 3 & 4 Cooling Towers,300343,Maryland,Project,2019,2019.NOV,,N,P,CG,001,,14 ,1," $2,016 "," $63,095 "," $52,126 "," $16,693 "," $25,459 "," $8,828 "," $25,491 "," $23,346 "," $50,652 "," $3,391 "," $14,403 "," $2,629 "," $6,733 ", $(644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191165,BCH PTOT Boston,300201,Boston SPD,Project,2019,2019.NOV,,N,P,LS,008,,14 ,3," $38,376 "," $32,752 "," $124,169 "," $19,273 "," $77,109 "," $42,405 "," $151,369 "," $141,784 "," $138,934 "," $331,250 "," $208,514 "," $534,198 "," $403,855 "," $380,946 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191166,505 9th St - Forum Space,300341,Virginia SPD,Project,2019,2019.NOV,,N,P,LS,001,,11 ,2," $8,178 "," $286,162 "," $223,252 "," $285,717 "," $245,530 "," $112,436 "," $61,530 "," $9,587 "," $22,347 "," $13,011 "," $5,163 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191167,Cliffs Executive Offices,300375,Cleveland SPD,Project,2019,2019.NOV,,N,P,LS,001,,6 ,1," $1,566 "," $23,395 "," $7,545 "," $14,789 ", $300 ," $6,379 ", $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191168,BW GD MEP EOL,300204,Connecticut SPD,Project,2019,2019.NOV,,N,P,CP,001,,14 ,1, $444 ," $416,744 "," $9,622 "," $18,034 "," $176,141 "," $87,461 "," $13,612 "," $16,983 "," $12,029 "," $5,346 "," $3,571 "," $18,415 "," $19,217 "," $25,660 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191169,Commonwealth Pier Revitalization,300200,Boston Main,Project,2019,2019.NOV,,N,P,CGS,001,,13 ,9," $4,571 "," $157,476 "," $5,033,866 "," $364,081 "," $1,105,488 "," $402,275 "," $733,188 "," $4,537,463 "," $4,069,445 "," $9,829,122 "," $10,435,363 "," $10,761,329 "," $10,853,762 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191172,QTS - Chiller Phase 4,300400,Dallas Main,Project,2019,2019.NOV,,N,P,CG,003,,14 ,3," $6,215 "," $30,098 "," $293,014 "," $740,065 "," $705,939 "," $494,619 "," $165,701 "," $38,906 "," $135,557 "," $9,349 "," $3,043 "," $2,624 "," $1,545 ", $15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191174,SPO Concrete - UPMC Cooling Tower,300333,Pittsburgh SPD,Project,2019,2019.NOV,,N,P,LS,008,,11 ,1," $4,861 "," $16,973 "," $19,385 "," $15,214 "," $2,184 "," $8,744 "," $1,628 "," $1,477 ", $(2)," $1,770 "," $3,033 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191175,Prudential Center Visitor Experience,300200,Boston Main,Project,2019,2019.NOV,,N,P,CG,001,,14 ,5, $358 ," $67,728 "," $155,119 "," $167,374 "," $203,626 "," $266,100 "," $411,339 "," $1,167,021 "," $931,429 "," $1,476,913 "," $634,543 "," $725,241 "," $492,906 "," $1,087,281 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191176,525 W. Monroe Lobby Heat & Dock Install,300385,Chicago Main,Project,2019,2019.NOV,,N,P,LS,001,,11 ,1," $20,146 "," $237,704 "," $229,195 "," $177,776 "," $105,167 "," $16,942 "," $26,889 "," $19,356 "," $10,034 ", $220 , $32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191177,Porsche Centre Sai Gon II,526100,Turner Vietnam Co Ltd,Project,2019,2019.NOV,,N,P,M,002,,14 ,1," $9,230 "," $22,174 "," $12,360 "," $14,290 "," $18,860 "," $22,688 "," $19,234 "," $20,551 "," $19,513 "," $19,480 "," $20,553 "," $21,425 "," $16,078 "," $31,812 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191178,Deloitte Dark Days 2020 SPO,300408,Dallas SPO,Project,2019,2019.NOV,,N,P,LS,001,,10 ,1," $191,808 "," $143,920 "," $83,727 "," $75,530 "," $66,615 "," $17,450 "," $8,878 "," $3,071 ", $861 ," $4,272 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191179,Honeywell OH39,300375,Cleveland SPD,Project,2019,2019.NOV,,N,P,CG,001,,13 ,1," $26,133 "," $25,487 "," $96,163 "," $42,277 "," $2,883 "," $4,300 "," $6,455 ", $162 , $308 , $93 , $103 , $4 ," $9,030 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191180,Lehigh University Health Science Bldg,323104,MEP Philadelphia,Project,2019,2019.NOV,,N,L,CP,005,,10 ,4," $10,000 "," $10,000 "," $10,000 "," $547,745 "," $37,094 "," $956,932 "," $1,667,565 "," $889,079 "," $493,690 "," $4,738 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191182,Caterpillar Structural Repairs,300358,Miami SPD,Project,2019,2019.NOV,,N,P,CG,004,,14 ,4," $21,849 "," $169,043 "," $197,235 "," $305,034 "," $549,457 "," $201,457 "," $29,590 "," $344,700 "," $175,572 "," $344,886 "," $527,951 "," $590,827 "," $425,710 "," $816,858 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191183,Glass City Metroparks CMAR Services,304101,Lathrop SPD,Project,2019,2019.NOV,,N,P,CG,016,,14 ,5, $2 ," $69,685 "," $1,142,918 "," $936,742 "," $241,295 "," $290,201 "," $640,324 "," $783,272 "," $430,116 "," $569,571 "," $704,529 "," $563,942 "," $88,771 "," $608,792 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191184,CellNetix,300421,Seattle SPD,Project,2019,2019.NOV,,N,P,CG,007,,14 ,6," $179,456 "," $1,347,964 "," $1,108,092 "," $1,214,560 "," $2,222,713 "," $1,447,022 "," $537,370 "," $391,604 "," $57,162 "," $267,740 "," $46,728 "," $11,579 "," $27,052 "," $2,863 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191185,Verizon NEC3A,300400,Dallas Main,Project,2019,2019.NOV,,N,P,CG,003,,13 ,5," $1,500 "," $23,870 "," $86,629 "," $115,061 "," $296,206 "," $367,942 "," $599,513 "," $613,169 "," $887,577 "," $1,221,755 "," $684,531 "," $2,765,189 "," $119,091 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191192,2 Penn Plaza,323106,MEP NY Main,Project,2019,2019.NOV,,N,L,CP,001,,3 ,2, $70 ," $1,221,741 "," $94,187 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191197,United Technologies Indpls Office Reno,300389,Indianapolis,Project,2019,2019.NOV,,N,P,CG,001,,13 ,1," $54,467 "," $167,083 "," $74,659 "," $128,780 "," $33,212 "," $33,118 "," $124,745 "," $4,152 ", $(3)," $6,841 "," $23,860 "," $7,082 "," $11,035 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191198,PNC Financial Corporate Office,300201,Boston SPD,Project,2019,2019.NOV,,N,P,CG,001,,13 ,3," $85,767 "," $608,523 "," $110,858 "," $871,111 "," $48,919 "," $338,355 "," $437,362 "," $111,446 "," $233,400 "," $45,995 "," $88,561 "," $3,889 "," $7,433 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191199,Fidelity Swing Space,300201,Boston SPD,Project,2019,2019.NOV,,N,P,CG,001,,13 ,4," $65,812 "," $22,882 "," $1,327,876 "," $1,231,466 "," $462,523 "," $100,095 "," $1,099,680 "," $646,576 "," $487,848 "," $113,074 "," $40,720 "," $34,710 "," $34,645 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191201,Genmab FF&E,323309,MED New Jersey,Project,2019,2019.NOV,,N,L,CP,004,,5 ,1," $6,956 "," $11,258 "," $127,415 "," $168,008 "," $21,756 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191202,Pegasus Bank L2 Finishout,300400,Dallas Main,Project,2019,2019.NOV,,N,P,LS,001,,12 ,2," $65,144 "," $177,975 "," $474,646 "," $456,964 "," $2,383 "," $85,197 "," $15,629 "," $18,551 "," $13,539 "," $7,148 ", $(123)," $2,905 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
